"Segment","Area_km2","DU","Year","Attainment"
"POTTF_VA",44.1580223128,"OW",2006,1
"RHDMH",9.11056246868,"OW",2006,0
"RPPMH",323.83067856,"OW",2006,1
"RPPOH",19.5365297273,"OW",2006,1
"RPPTF",36.5033099553,"OW",2006,1
"SASOH",33.0857121098,"OW",2006,0
"SASOH1",21.326638507,"OW",2006,NA
"SASOH2",11.7590736028,"OW",2006,NA
"SBEMH",8.39295815709,"OW",2006,0
"SEVMH",29.387340879,"OW",2006,0
"SOUMH",23.9803810386,"OW",2006,0
"TANMH_MD",581.1474486605,"OW",2006,0
"TANMH1_MD",538.009949471,"OW",2006,NA
"TANMH2_MD",43.1374991895,"OW",2006,NA
"TANMH_VA",316.77843561,"OW",2006,0
"WBEMH",6.00683188944,"OW",2006,0
"WBRTF",0.131510549675,"OW",2006,0
"WICMH",35.1165155316,"OW",2006,0
"WSTMH",11.3039887553,"OW",2006,0
"YRKMH",94.5925146547,"OW",2006,0
"YRKPH",68.4147310502,"OW",2006,1
"ANATF_DC",3.18607307805,"DW",2006,NA
"ANATF_MD",0.220444298005,"DW",2006,NA
"APPTF",8.01161109738,"DW",2006,NA
"BACOH",16.175353828,"DW",2006,NA
"BIGMH",29.064783902,"DW",2006,NA
"BIGMH1",25.9379303683,"DW",2006,NA
"BIGMH2",3.1268535337,"DW",2006,NA
"BOHOH",11.9276357937,"DW",2006,NA
"BSHOH",30.5426953902,"DW",2006,NA
"C&DOH_DE",1.06981825234,"DW",2006,NA
"C&DOH_MD",2.49600957707,"DW",2006,NA
"CB1TF",151.6209412867,"DW",2006,NA
"CB1TF1",49.3689989917,"DW",2006,NA
"CB1TF2",102.251942295,"DW",2006,NA
"CB2OH",275.239534609,"DW",2006,NA
"CB3MH",361.585742353,"DW",2006,0
"CB4MH",908.847238557,"DW",2006,0
"CB5MH_MD",920.485016307,"DW",2006,0
"CB5MH_VA",554.138332357,"DW",2006,0
"CB6PH",743.349060347,"DW",2006,1
"CB7PH",1520.77661607,"DW",2006,1
"CB8PH",412.427729018,"DW",2006,NA
"CHKOH",27.9692705972,"DW",2006,NA
"CHOMH1",242.057252929,"DW",2006,NA
"CHOMH2",74.2001171401,"DW",2006,NA
"CHOOH",15.0376490018,"DW",2006,NA
"CHOTF",8.90618058165,"DW",2006,NA
"CHSMH",119.290257976,"DW",2006,0
"CHSOH",14.7905368951,"DW",2006,NA
"CHSTF",4.08401551985,"DW",2006,NA
"CRRMH",23.4836069424,"DW",2006,NA
"EASMH",234.544096065,"DW",2006,0
"EBEMH",5.77443940416,"DW",2006,NA
"ELIPH",21.1526819021,"DW",2006,NA
"ELKOH",37.27000428015,"DW",2006,NA
"ELKOH1",31.0227076169,"DW",2006,NA
"ELKOH2",6.24729666325,"DW",2006,NA
"FSBMH",83.5055497405,"DW",2006,NA
"GUNOH",41.5971244488,"DW",2006,NA
"GUNOH1",22.9367906542,"DW",2006,NA
"GUNOH2",18.6603337946,"DW",2006,NA
"HNGMH",97.7191868419,"DW",2006,NA
"JMSMH",304.24105616,"DW",2006,NA
"JMSOH",127.749035571,"DW",2006,NA
"JMSPH",76.5619000153,"DW",2006,NA
"JMSTF1",73.9844902512,"DW",2006,NA
"JMSTF2",21.3173558988,"DW",2006,NA
"LAFMH",5.75090847064,"DW",2006,NA
"LCHMH",89.573498991,"DW",2006,NA
"LYNPH",19.6071761165,"DW",2006,NA
"MAGMH",26.5306737174,"DW",2006,0
"MANMH",60.7889172715,"DW",2006,NA
"MANMH1",51.6400494168,"DW",2006,NA
"MANMH2",9.1488678547,"DW",2006,NA
"MATTF",7.28089456688,"DW",2006,NA
"MIDOH",16.2140696845,"DW",2006,NA
"MOBPH",342.697690424,"DW",2006,NA
"MPNOH",7.952138502,"DW",2006,NA
"MPNTF",9.2802439777,"DW",2006,NA
"NANMH",48.3577889708,"DW",2006,NA
"NANOH",16.4553301193,"DW",2006,NA
"NANTF_DE",3.44982191355,"DW",2006,NA
"NANTF_MD",1.15864092595,"DW",2006,NA
"NORTF",15.817688769,"DW",2006,NA
"PATMH",93.6046301936,"DW",2006,0
"PAXMH",107.5359184718,"DW",2006,0
"PAXMH1",83.145424318,"DW",2006,NA
"PAXMH2",15.5166098279,"DW",2006,NA
"PAXMH3",2.40735686402,"DW",2006,NA
"PAXMH4",2.5047114203,"DW",2006,NA
"PAXMH5",3.43008200378,"DW",2006,NA
"PAXMH6",0.5317340378,"DW",2006,NA
"PAXOH",14.2434559408,"DW",2006,NA
"PAXTF",4.4086217845,"DW",2006,NA
"PIAMH",69.7741768909,"DW",2006,NA
"PISTF",3.70899693257,"DW",2006,NA
"PMKOH",14.0938065446,"DW",2006,NA
"PMKTF",16.2259785075,"DW",2006,NA
"POCMH_MD",52.0824437581,"DW",2006,NA
"POCMH_VA",138.776863795,"DW",2006,NA
"POCOH_MD",6.45538609683,"DW",2006,NA
"POCOH_VA",7.3661146597,"DW",2006,NA
"POCTF",3.99887081045,"DW",2006,NA
"POTMH_MD",804.203957084,"DW",2006,0
"POTMH_VA",83.6606950009,"DW",2006,1
"POTOH_VA",21.0193182988,"DW",2006,NA
"POTOH1_MD",175.075248648,"DW",2006,NA
"POTOH2_MD",7.72440178035,"DW",2006,NA
"POTOH3_MD",11.1447226587,"DW",2006,NA
"POTTF_DC",13.2877163153,"DW",2006,NA
"POTTF_MD",92.9893611612,"DW",2006,NA
"POTTF_VA",44.1580223128,"DW",2006,NA
"RHDMH",9.11056246868,"DW",2006,NA
"RPPMH",323.83067856,"DW",2006,1
"RPPOH",19.5365297273,"DW",2006,NA
"RPPTF",36.5033099553,"DW",2006,NA
"SASOH",33.0857121098,"DW",2006,NA
"SASOH1",21.326638507,"DW",2006,NA
"SASOH2",11.7590736028,"DW",2006,NA
"SBEMH",8.39295815709,"DW",2006,0
"SEVMH",29.387340879,"DW",2006,0
"SOUMH",23.9803810386,"DW",2006,0
"TANMH_MD",581.1474486605,"DW",2006,NA
"TANMH1_MD",538.009949471,"DW",2006,NA
"TANMH2_MD",43.1374991895,"DW",2006,NA
"TANMH_VA",316.77843561,"DW",2006,NA
"WBEMH",6.00683188944,"DW",2006,NA
"WBRTF",0.131510549675,"DW",2006,NA
"WICMH",35.1165155316,"DW",2006,NA
"WSTMH",11.3039887553,"DW",2006,NA
"YRKMH",94.5925146547,"DW",2006,NA
"YRKPH",68.4147310502,"DW",2006,1
"ANATF_DC",3.18607307805,"DC",2006,NA
"ANATF_MD",0.220444298005,"DC",2006,NA
"APPTF",8.01161109738,"DC",2006,NA
"BACOH",16.175353828,"DC",2006,NA
"BIGMH",29.064783902,"DC",2006,NA
"BIGMH1",25.9379303683,"DC",2006,NA
"BIGMH2",3.1268535337,"DC",2006,NA
"BOHOH",11.9276357937,"DC",2006,NA
"BSHOH",30.5426953902,"DC",2006,NA
"C&DOH_DE",1.06981825234,"DC",2006,NA
"C&DOH_MD",2.49600957707,"DC",2006,NA
"CB1TF",151.6209412867,"DC",2006,NA
"CB1TF1",49.3689989917,"DC",2006,NA
"CB1TF2",102.251942295,"DC",2006,NA
"CB2OH",275.239534609,"DC",2006,NA
"CB3MH",361.585742353,"DC",2006,0
"CB4MH",908.847238557,"DC",2006,0
"CB5MH_MD",920.485016307,"DC",2006,0
"CB5MH_VA",554.138332357,"DC",2006,1
"CB6PH",743.349060347,"DC",2006,NA
"CB7PH",1520.77661607,"DC",2006,NA
"CB8PH",412.427729018,"DC",2006,NA
"CHKOH",27.9692705972,"DC",2006,NA
"CHOMH1",242.057252929,"DC",2006,NA
"CHOMH2",74.2001171401,"DC",2006,NA
"CHOOH",15.0376490018,"DC",2006,NA
"CHOTF",8.90618058165,"DC",2006,NA
"CHSMH",119.290257976,"DC",2006,0
"CHSOH",14.7905368951,"DC",2006,NA
"CHSTF",4.08401551985,"DC",2006,NA
"CRRMH",23.4836069424,"DC",2006,NA
"EASMH",234.544096065,"DC",2006,0
"EBEMH",5.77443940416,"DC",2006,NA
"ELIPH",21.1526819021,"DC",2006,NA
"ELKOH",37.27000428015,"DC",2006,NA
"ELKOH1",31.0227076169,"DC",2006,NA
"ELKOH2",6.24729666325,"DC",2006,NA
"FSBMH",83.5055497405,"DC",2006,NA
"GUNOH",41.5971244488,"DC",2006,NA
"GUNOH1",22.9367906542,"DC",2006,NA
"GUNOH2",18.6603337946,"DC",2006,NA
"HNGMH",97.7191868419,"DC",2006,NA
"JMSMH",304.24105616,"DC",2006,NA
"JMSOH",127.749035571,"DC",2006,NA
"JMSPH",76.5619000153,"DC",2006,NA
"JMSTF1",73.9844902512,"DC",2006,NA
"JMSTF2",21.3173558988,"DC",2006,NA
"LAFMH",5.75090847064,"DC",2006,NA
"LCHMH",89.573498991,"DC",2006,NA
"LYNPH",19.6071761165,"DC",2006,NA
"MAGMH",26.5306737174,"DC",2006,NA
"MANMH",60.7889172715,"DC",2006,NA
"MANMH1",51.6400494168,"DC",2006,NA
"MANMH2",9.1488678547,"DC",2006,NA
"MATTF",7.28089456688,"DC",2006,NA
"MIDOH",16.2140696845,"DC",2006,NA
"MOBPH",342.697690424,"DC",2006,NA
"MPNOH",7.952138502,"DC",2006,NA
"MPNTF",9.2802439777,"DC",2006,NA
"NANMH",48.3577889708,"DC",2006,NA
"NANOH",16.4553301193,"DC",2006,NA
"NANTF_DE",3.44982191355,"DC",2006,NA
"NANTF_MD",1.15864092595,"DC",2006,NA
"NORTF",15.817688769,"DC",2006,NA
"PATMH",93.6046301936,"DC",2006,0
"PAXMH",107.5359184718,"DC",2006,NA
"PAXMH1",83.145424318,"DC",2006,NA
"PAXMH2",15.5166098279,"DC",2006,NA
"PAXMH3",2.40735686402,"DC",2006,NA
"PAXMH4",2.5047114203,"DC",2006,NA
"PAXMH5",3.43008200378,"DC",2006,NA
"PAXMH6",0.5317340378,"DC",2006,NA
"PAXOH",14.2434559408,"DC",2006,NA
"PAXTF",4.4086217845,"DC",2006,NA
"PIAMH",69.7741768909,"DC",2006,NA
"PISTF",3.70899693257,"DC",2006,NA
"PMKOH",14.0938065446,"DC",2006,NA
"PMKTF",16.2259785075,"DC",2006,NA
"POCMH_MD",52.0824437581,"DC",2006,NA
"POCMH_VA",138.776863795,"DC",2006,NA
"POCOH_MD",6.45538609683,"DC",2006,NA
"POCOH_VA",7.3661146597,"DC",2006,NA
"POCTF",3.99887081045,"DC",2006,NA
"POTMH_MD",804.203957084,"DC",2006,0
"POTMH_VA",83.6606950009,"DC",2006,1
"POTOH_VA",21.0193182988,"DC",2006,NA
"POTOH1_MD",175.075248648,"DC",2006,NA
"POTOH2_MD",7.72440178035,"DC",2006,NA
"POTOH3_MD",11.1447226587,"DC",2006,NA
"POTTF_DC",13.2877163153,"DC",2006,NA
"POTTF_MD",92.9893611612,"DC",2006,NA
"POTTF_VA",44.1580223128,"DC",2006,NA
"RHDMH",9.11056246868,"DC",2006,NA
"RPPMH",323.83067856,"DC",2006,0
"RPPOH",19.5365297273,"DC",2006,NA
"RPPTF",36.5033099553,"DC",2006,NA
"SASOH",33.0857121098,"DC",2006,NA
"SASOH1",21.326638507,"DC",2006,NA
"SASOH2",11.7590736028,"DC",2006,NA
"SBEMH",8.39295815709,"DC",2006,NA
"SEVMH",29.387340879,"DC",2006,NA
"SOUMH",23.9803810386,"DC",2006,NA
"TANMH_MD",581.1474486605,"DC",2006,NA
"TANMH1_MD",538.009949471,"DC",2006,NA
"TANMH2_MD",43.1374991895,"DC",2006,NA
"TANMH_VA",316.77843561,"DC",2006,NA
"WBEMH",6.00683188944,"DC",2006,NA
"WBRTF",0.131510549675,"DC",2006,NA
"WICMH",35.1165155316,"DC",2006,NA
"WSTMH",11.3039887553,"DC",2006,NA
"YRKMH",94.5925146547,"DC",2006,NA
"YRKPH",68.4147310502,"DC",2006,NA
"ANATF_DC",3.18607307805,"CHLA",2006,0
"ANATF_MD",0.220444298005,"CHLA",2006,NA
"APPTF",8.01161109738,"CHLA",2006,NA
"BACOH",16.175353828,"CHLA",2006,NA
"BIGMH",29.064783902,"CHLA",2006,NA
"BIGMH1",25.9379303683,"CHLA",2006,NA
"BIGMH2",3.1268535337,"CHLA",2006,NA
"BOHOH",11.9276357937,"CHLA",2006,NA
"BSHOH",30.5426953902,"CHLA",2006,NA
"C&DOH_DE",1.06981825234,"CHLA",2006,NA
"C&DOH_MD",2.49600957707,"CHLA",2006,NA
"CB1TF",151.6209412867,"CHLA",2006,NA
"CB1TF1",49.3689989917,"CHLA",2006,NA
"CB1TF2",102.251942295,"CHLA",2006,NA
"CB2OH",275.239534609,"CHLA",2006,NA
"CB3MH",361.585742353,"CHLA",2006,NA
"CB4MH",908.847238557,"CHLA",2006,NA
"CB5MH_MD",920.485016307,"CHLA",2006,NA
"CB5MH_VA",554.138332357,"CHLA",2006,NA
"CB6PH",743.349060347,"CHLA",2006,NA
"CB7PH",1520.77661607,"CHLA",2006,NA
"CB8PH",412.427729018,"CHLA",2006,NA
"CHKOH",27.9692705972,"CHLA",2006,NA
"CHOMH1",242.057252929,"CHLA",2006,NA
"CHOMH2",74.2001171401,"CHLA",2006,NA
"CHOOH",15.0376490018,"CHLA",2006,NA
"CHOTF",8.90618058165,"CHLA",2006,NA
"CHSMH",119.290257976,"CHLA",2006,NA
"CHSOH",14.7905368951,"CHLA",2006,NA
"CHSTF",4.08401551985,"CHLA",2006,NA
"CRRMH",23.4836069424,"CHLA",2006,NA
"EASMH",234.544096065,"CHLA",2006,NA
"EBEMH",5.77443940416,"CHLA",2006,NA
"ELIPH",21.1526819021,"CHLA",2006,NA
"ELKOH",37.27000428015,"CHLA",2006,NA
"ELKOH1",31.0227076169,"CHLA",2006,NA
"ELKOH2",6.24729666325,"CHLA",2006,NA
"FSBMH",83.5055497405,"CHLA",2006,NA
"GUNOH",41.5971244488,"CHLA",2006,NA
"GUNOH1",22.9367906542,"CHLA",2006,NA
"GUNOH2",18.6603337946,"CHLA",2006,NA
"HNGMH",97.7191868419,"CHLA",2006,NA
"JMSMH",304.24105616,"CHLA",2006,0
"JMSOH",127.749035571,"CHLA",2006,0
"JMSPH",76.5619000153,"CHLA",2006,0
"JMSTF1",73.9844902512,"CHLA",2006,0
"JMSTF2",21.3173558988,"CHLA",2006,0
"LAFMH",5.75090847064,"CHLA",2006,NA
"LCHMH",89.573498991,"CHLA",2006,NA
"LYNPH",19.6071761165,"CHLA",2006,NA
"MAGMH",26.5306737174,"CHLA",2006,NA
"MANMH",60.7889172715,"CHLA",2006,NA
"MANMH1",51.6400494168,"CHLA",2006,NA
"MANMH2",9.1488678547,"CHLA",2006,NA
"MATTF",7.28089456688,"CHLA",2006,NA
"MIDOH",16.2140696845,"CHLA",2006,NA
"MOBPH",342.697690424,"CHLA",2006,NA
"MPNOH",7.952138502,"CHLA",2006,NA
"MPNTF",9.2802439777,"CHLA",2006,NA
"NANMH",48.3577889708,"CHLA",2006,NA
"NANOH",16.4553301193,"CHLA",2006,NA
"NANTF_DE",3.44982191355,"CHLA",2006,NA
"NANTF_MD",1.15864092595,"CHLA",2006,NA
"NORTF",15.817688769,"CHLA",2006,NA
"PATMH",93.6046301936,"CHLA",2006,NA
"PAXMH",107.5359184718,"CHLA",2006,NA
"PAXMH1",83.145424318,"CHLA",2006,NA
"PAXMH2",15.5166098279,"CHLA",2006,NA
"PAXMH3",2.40735686402,"CHLA",2006,NA
"PAXMH4",2.5047114203,"CHLA",2006,NA
"PAXMH5",3.43008200378,"CHLA",2006,NA
"PAXMH6",0.5317340378,"CHLA",2006,NA
"PAXOH",14.2434559408,"CHLA",2006,NA
"PAXTF",4.4086217845,"CHLA",2006,NA
"PIAMH",69.7741768909,"CHLA",2006,NA
"PISTF",3.70899693257,"CHLA",2006,NA
"PMKOH",14.0938065446,"CHLA",2006,NA
"PMKTF",16.2259785075,"CHLA",2006,NA
"POCMH_MD",52.0824437581,"CHLA",2006,NA
"POCMH_VA",138.776863795,"CHLA",2006,NA
"POCOH_MD",6.45538609683,"CHLA",2006,NA
"POCOH_VA",7.3661146597,"CHLA",2006,NA
"POCTF",3.99887081045,"CHLA",2006,NA
"POTMH_MD",804.203957084,"CHLA",2006,NA
"POTMH_VA",83.6606950009,"CHLA",2006,NA
"POTOH_VA",21.0193182988,"CHLA",2006,NA
"POTOH1_MD",175.075248648,"CHLA",2006,NA
"POTOH2_MD",7.72440178035,"CHLA",2006,NA
"POTOH3_MD",11.1447226587,"CHLA",2006,NA
"POTTF_DC",13.2877163153,"CHLA",2006,1
"POTTF_MD",92.9893611612,"CHLA",2006,NA
"POTTF_VA",44.1580223128,"CHLA",2006,NA
"RHDMH",9.11056246868,"CHLA",2006,NA
"RPPMH",323.83067856,"CHLA",2006,NA
"RPPOH",19.5365297273,"CHLA",2006,NA
"RPPTF",36.5033099553,"CHLA",2006,NA
"SASOH",33.0857121098,"CHLA",2006,NA
"SASOH1",21.326638507,"CHLA",2006,NA
"SASOH2",11.7590736028,"CHLA",2006,NA
"SBEMH",8.39295815709,"CHLA",2006,NA
"SEVMH",29.387340879,"CHLA",2006,NA
"SOUMH",23.9803810386,"CHLA",2006,NA
"TANMH_MD",581.1474486605,"CHLA",2006,NA
"TANMH1_MD",538.009949471,"CHLA",2006,NA
"TANMH2_MD",43.1374991895,"CHLA",2006,NA
"TANMH_VA",316.77843561,"CHLA",2006,NA
"WBEMH",6.00683188944,"CHLA",2006,NA
"WBRTF",0.131510549675,"CHLA",2006,NA
"WICMH",35.1165155316,"CHLA",2006,NA
"WSTMH",11.3039887553,"CHLA",2006,NA
"YRKMH",94.5925146547,"CHLA",2006,NA
"YRKPH",68.4147310502,"CHLA",2006,NA
"ANATF_DC",3.18607307805,"SWBG",2006,0
"ANATF_MD",0.220444298005,"SWBG",2006,1
"APPTF",8.01161109738,"SWBG",2006,0
"BACOH",16.175353828,"SWBG",2006,0
"BIGMH",29.064783902,"SWBG",2006,NA
"BIGMH1",25.9379303683,"SWBG",2006,0
"BIGMH2",3.1268535337,"SWBG",2006,0
"BOHOH",11.9276357937,"SWBG",2006,1
"BSHOH",30.5426953902,"SWBG",2006,1
"C&DOH_DE",1.06981825234,"SWBG",2006,1
"C&DOH_MD",2.49600957707,"SWBG",2006,1
"CB1TF",151.6209412867,"SWBG",2006,NA
"CB1TF1",49.3689989917,"SWBG",2006,1
"CB1TF2",102.251942295,"SWBG",2006,1
"CB2OH",275.239534609,"SWBG",2006,0
"CB3MH",361.585742353,"SWBG",2006,0
"CB4MH",908.847238557,"SWBG",2006,0
"CB5MH_MD",920.485016307,"SWBG",2006,0
"CB5MH_VA",554.138332357,"SWBG",2006,0
"CB6PH",743.349060347,"SWBG",2006,0
"CB7PH",1520.77661607,"SWBG",2006,0
"CB8PH",412.427729018,"SWBG",2006,0
"CHKOH",27.9692705972,"SWBG",2006,1
"CHOMH1",242.057252929,"SWBG",2006,0
"CHOMH2",74.2001171401,"SWBG",2006,0
"CHOOH",15.0376490018,"SWBG",2006,0
"CHOTF",8.90618058165,"SWBG",2006,NA
"CHSMH",119.290257976,"SWBG",2006,0
"CHSOH",14.7905368951,"SWBG",2006,0
"CHSTF",4.08401551985,"SWBG",2006,0
"CRRMH",23.4836069424,"SWBG",2006,0
"EASMH",234.544096065,"SWBG",2006,0
"EBEMH",5.77443940416,"SWBG",2006,NA
"ELIPH",21.1526819021,"SWBG",2006,NA
"ELKOH",37.27000428015,"SWBG",2006,NA
"ELKOH1",31.0227076169,"SWBG",2006,1
"ELKOH2",6.24729666325,"SWBG",2006,1
"FSBMH",83.5055497405,"SWBG",2006,0
"GUNOH",41.5971244488,"SWBG",2006,NA
"GUNOH1",22.9367906542,"SWBG",2006,0
"GUNOH2",18.6603337946,"SWBG",2006,1
"HNGMH",97.7191868419,"SWBG",2006,0
"JMSMH",304.24105616,"SWBG",2006,1
"JMSOH",127.749035571,"SWBG",2006,1
"JMSPH",76.5619000153,"SWBG",2006,1
"JMSTF1",73.9844902512,"SWBG",2006,0
"JMSTF2",21.3173558988,"SWBG",2006,0
"LAFMH",5.75090847064,"SWBG",2006,NA
"LCHMH",89.573498991,"SWBG",2006,0
"LYNPH",19.6071761165,"SWBG",2006,1
"MAGMH",26.5306737174,"SWBG",2006,0
"MANMH",60.7889172715,"SWBG",2006,NA
"MANMH1",51.6400494168,"SWBG",2006,0
"MANMH2",9.1488678547,"SWBG",2006,0
"MATTF",7.28089456688,"SWBG",2006,1
"MIDOH",16.2140696845,"SWBG",2006,0
"MOBPH",342.697690424,"SWBG",2006,0
"MPNOH",7.952138502,"SWBG",2006,NA
"MPNTF",9.2802439777,"SWBG",2006,1
"NANMH",48.3577889708,"SWBG",2006,0
"NANOH",16.4553301193,"SWBG",2006,0
"NANTF_DE",3.44982191355,"SWBG",2006,NA
"NANTF_MD",1.15864092595,"SWBG",2006,NA
"NORTF",15.817688769,"SWBG",2006,1
"PATMH",93.6046301936,"SWBG",2006,0
"PAXMH",107.5359184718,"SWBG",2006,NA
"PAXMH1",83.145424318,"SWBG",2006,0
"PAXMH2",15.5166098279,"SWBG",2006,0
"PAXMH3",2.40735686402,"SWBG",2006,1
"PAXMH4",2.5047114203,"SWBG",2006,0
"PAXMH5",3.43008200378,"SWBG",2006,0
"PAXMH6",0.5317340378,"SWBG",2006,1
"PAXOH",14.2434559408,"SWBG",2006,0
"PAXTF",4.4086217845,"SWBG",2006,0
"PIAMH",69.7741768909,"SWBG",2006,0
"PISTF",3.70899693257,"SWBG",2006,0
"PMKOH",14.0938065446,"SWBG",2006,NA
"PMKTF",16.2259785075,"SWBG",2006,1
"POCMH_MD",52.0824437581,"SWBG",2006,0
"POCMH_VA",138.776863795,"SWBG",2006,0
"POCOH_MD",6.45538609683,"SWBG",2006,NA
"POCOH_VA",7.3661146597,"SWBG",2006,NA
"POCTF",3.99887081045,"SWBG",2006,NA
"POTMH_MD",804.203957084,"SWBG",2006,0
"POTMH_VA",83.6606950009,"SWBG",2006,0
"POTOH_VA",21.0193182988,"SWBG",2006,1
"POTOH1_MD",175.075248648,"SWBG",2006,0
"POTOH2_MD",7.72440178035,"SWBG",2006,0
"POTOH3_MD",11.1447226587,"SWBG",2006,0
"POTTF_DC",13.2877163153,"SWBG",2006,0
"POTTF_MD",92.9893611612,"SWBG",2006,1
"POTTF_VA",44.1580223128,"SWBG",2006,1
"RHDMH",9.11056246868,"SWBG",2006,1
"RPPMH",323.83067856,"SWBG",2006,1
"RPPOH",19.5365297273,"SWBG",2006,1
"RPPTF",36.5033099553,"SWBG",2006,1
"SASOH",33.0857121098,"SWBG",2006,NA
"SASOH1",21.326638507,"SWBG",2006,0
"SASOH2",11.7590736028,"SWBG",2006,0
"SBEMH",8.39295815709,"SWBG",2006,NA
"SEVMH",29.387340879,"SWBG",2006,0
"SOUMH",23.9803810386,"SWBG",2006,0
"TANMH_MD",581.1474486605,"SWBG",2006,NA
"TANMH1_MD",538.009949471,"SWBG",2006,0
"TANMH2_MD",43.1374991895,"SWBG",2006,0
"TANMH_VA",316.77843561,"SWBG",2006,0
"WBEMH",6.00683188944,"SWBG",2006,NA
"WBRTF",0.131510549675,"SWBG",2006,1
"WICMH",35.1165155316,"SWBG",2006,1
"WSTMH",11.3039887553,"SWBG",2006,0
"YRKMH",94.5925146547,"SWBG",2006,0
"YRKPH",68.4147310502,"SWBG",2006,0
"ANATF_DC",3.18607307805,"MSN",2007,1
"ANATF_MD",0.220444298005,"MSN",2007,1
"APPTF",8.01161109738,"MSN",2007,1
"BACOH",16.175353828,"MSN",2007,1
"BIGMH",29.064783902,"MSN",2007,1
"BIGMH1",25.9379303683,"MSN",2007,NA
"BIGMH2",3.1268535337,"MSN",2007,NA
"BOHOH",11.9276357937,"MSN",2007,1
"BSHOH",30.5426953902,"MSN",2007,1
"C&DOH_DE",1.06981825234,"MSN",2007,1
"C&DOH_MD",2.49600957707,"MSN",2007,1
"CB1TF",151.6209412867,"MSN",2007,1
"CB1TF1",49.3689989917,"MSN",2007,NA
"CB1TF2",102.251942295,"MSN",2007,NA
"CB2OH",275.239534609,"MSN",2007,1
"CB3MH",361.585742353,"MSN",2007,0
"CB4MH",908.847238557,"MSN",2007,NA
"CB5MH_MD",920.485016307,"MSN",2007,NA
"CB5MH_VA",554.138332357,"MSN",2007,NA
"CB6PH",743.349060347,"MSN",2007,NA
"CB7PH",1520.77661607,"MSN",2007,NA
"CB8PH",412.427729018,"MSN",2007,NA
"CHKOH",27.9692705972,"MSN",2007,1
"CHOMH1",242.057252929,"MSN",2007,1
"CHOMH2",74.2001171401,"MSN",2007,1
"CHOOH",15.0376490018,"MSN",2007,1
"CHOTF",8.90618058165,"MSN",2007,0
"CHSMH",119.290257976,"MSN",2007,1
"CHSOH",14.7905368951,"MSN",2007,1
"CHSTF",4.08401551985,"MSN",2007,0
"CRRMH",23.4836069424,"MSN",2007,1
"EASMH",234.544096065,"MSN",2007,0
"EBEMH",5.77443940416,"MSN",2007,NA
"ELIPH",21.1526819021,"MSN",2007,NA
"ELKOH",37.27000428015,"MSN",2007,1
"ELKOH1",31.0227076169,"MSN",2007,NA
"ELKOH2",6.24729666325,"MSN",2007,NA
"FSBMH",83.5055497405,"MSN",2007,1
"GUNOH",41.5971244488,"MSN",2007,1
"GUNOH1",22.9367906542,"MSN",2007,NA
"GUNOH2",18.6603337946,"MSN",2007,NA
"HNGMH",97.7191868419,"MSN",2007,NA
"JMSMH",304.24105616,"MSN",2007,1
"JMSOH",127.749035571,"MSN",2007,1
"JMSPH",76.5619000153,"MSN",2007,NA
"JMSTF1",73.9844902512,"MSN",2007,1
"JMSTF2",21.3173558988,"MSN",2007,1
"LAFMH",5.75090847064,"MSN",2007,NA
"LCHMH",89.573498991,"MSN",2007,NA
"LYNPH",19.6071761165,"MSN",2007,NA
"MAGMH",26.5306737174,"MSN",2007,0
"MANMH",60.7889172715,"MSN",2007,1
"MANMH1",51.6400494168,"MSN",2007,NA
"MANMH2",9.1488678547,"MSN",2007,NA
"MATTF",7.28089456688,"MSN",2007,1
"MIDOH",16.2140696845,"MSN",2007,1
"MOBPH",342.697690424,"MSN",2007,NA
"MPNOH",7.952138502,"MSN",2007,0
"MPNTF",9.2802439777,"MSN",2007,0
"NANMH",48.3577889708,"MSN",2007,1
"NANOH",16.4553301193,"MSN",2007,1
"NANTF_DE",3.44982191355,"MSN",2007,0
"NANTF_MD",1.15864092595,"MSN",2007,0
"NORTF",15.817688769,"MSN",2007,1
"PATMH",93.6046301936,"MSN",2007,0
"PAXMH",107.5359184718,"MSN",2007,0
"PAXMH1",83.145424318,"MSN",2007,NA
"PAXMH2",15.5166098279,"MSN",2007,NA
"PAXMH3",2.40735686402,"MSN",2007,NA
"PAXMH4",2.5047114203,"MSN",2007,NA
"PAXMH5",3.43008200378,"MSN",2007,NA
"PAXMH6",0.5317340378,"MSN",2007,NA
"PAXOH",14.2434559408,"MSN",2007,1
"PAXTF",4.4086217845,"MSN",2007,1
"PIAMH",69.7741768909,"MSN",2007,1
"PISTF",3.70899693257,"MSN",2007,1
"PMKOH",14.0938065446,"MSN",2007,0
"PMKTF",16.2259785075,"MSN",2007,1
"POCMH_MD",52.0824437581,"MSN",2007,1
"POCMH_VA",138.776863795,"MSN",2007,1
"POCOH_MD",6.45538609683,"MSN",2007,0
"POCOH_VA",7.3661146597,"MSN",2007,0
"POCTF",3.99887081045,"MSN",2007,0
"POTMH_MD",804.203957084,"MSN",2007,0
"POTMH_VA",83.6606950009,"MSN",2007,1
"POTOH_VA",21.0193182988,"MSN",2007,1
"POTOH1_MD",175.075248648,"MSN",2007,1
"POTOH2_MD",7.72440178035,"MSN",2007,1
"POTOH3_MD",11.1447226587,"MSN",2007,1
"POTTF_DC",13.2877163153,"MSN",2007,1
"POTTF_MD",92.9893611612,"MSN",2007,1
